accommodates,bathrooms,bedrooms,beds,avg_rating,number_of_reviews,calculated_host_listings_count,host_response_rate,host_is_superhost,neighbourhood_cleansed,property_type,price
2,1.0,1.0,1.0,5.0,1,3,1.0,f,Ward 54,Private room in rental unit,7.135687347028144
6,2.0,3.0,4.0,5.0,1,43,1.0,f,Ward 100,Entire home,7.3783837129967145
4,2.0,2.0,2.0,4.742857142857143,5,1,0.0,f,Ward 77,Entire rental unit,7.079184394609668
6,2.0,3.0,4.0,4.867142857142857,15,2,1.0,f,Ward 53,Entire home,7.998335395952982
5,2.0,3.0,3.0,4.965714285714285,16,1,1.0,t,Ward 107,Entire home,7.385230923066573
2,1.0,1.0,1.0,5.0,8,5,1.0,t,Ward 74,Entire home,6.9975959829819265
2,0.5,1.0,1.0,5.0,2,3,1.0,f,Ward 5,Private room in home,7.3783837129967145
3,2.0,2.0,3.0,4.915714285714286,154,1,1.0,t,Ward 115,Entire condo,8.160803920954665
2,1.0,1.0,1.0,4.607142857142857,4,7,1.0,f,Ward 115,Entire rental unit,7.67786350067821
2,1.0,0.0,1.0,4.444285714285714,9,2,1.0,f,Ward 55,Entire rental unit,6.980075940561763
8,4.0,4.0,4.0,4.771428571428571,6,4,1.0,t,Ward 77,Entire home,8.594339400592892
4,1.0,2.0,2.0,4.727142857142858,12,2,1.0,f,Ward 112,Entire condo,7.438971592395862
2,1.0,1.0,1.0,3.670000000000001,3,10,0.8,f,Ward 55,Entire rental unit,7.113142108707088
4,2.0,2.0,4.0,4.92,67,21,1.0,t,Ward 107,Entire rental unit,7.749322464660356
2,1.0,1.0,1.0,4.8100000000000005,3,1,1.0,f,Ward 77,Entire rental unit,6.985641817639208
4,2.0,2.0,2.0,4.785714285714286,2,1,1.0,f,Ward 100,Entire home,7.046647277848756
2,1.0,0.0,1.0,4.807142857142858,11,5,1.0,t,Ward 62,Entire guest suite,7.3783837129967145
6,2.0,3.0,3.0,4.965714285714286,12,3,1.0,t,Ward 54,Entire home,8.174984532943087
2,1.0,1.0,2.0,4.887142857142857,25,8,1.0,f,Ward 107,Private room in guest suite,6.85751406254539
2,1.0,0.0,1.0,4.942857142857143,41,1,1.0,t,Ward 73,Entire guest suite,6.478509642208569
2,1.0,1.0,1.0,4.874285714285714,55,2,1.0,t,Ward 112,Private room in home,6.376726947898627
2,1.0,1.0,1.0,4.6414285714285715,12,2,0.86,f,Ward 58,Entire rental unit,6.799055862058796
2,1.0,1.0,1.0,4.605714285714287,21,6,1.0,t,Ward 55,Entire rental unit,7.438971592395862
4,1.0,2.0,2.0,4.938571428571428,69,22,1.0,t,Ward 64,Entire rental unit,7.741099090035366
4,2.0,2.0,3.0,4.871428571428572,102,1,1.0,t,Ward 55,Entire condo,6.642486801367256
6,3.5,3.0,4.0,4.9799999999999995,7,1,1.0,f,Ward 71,Entire home,8.505929999137527
2,1.0,1.0,1.0,4.047142857142857,3,6,1.0,t,Ward 115,Entire rental unit,6.894670039433482
2,1.0,1.0,1.0,2.858571428571428,3,49,0.97,f,Ward 115,Private room in guesthouse,7.27655640271871
2,0.5,1.0,1.0,5.0,1,1,1.0,f,Ward 60,Private room in home,6.634633357861686
4,2.0,2.0,2.0,4.75,88,5,1.0,f,Ward 115,Entire rental unit,7.91862865334224
4,2.0,2.0,2.0,4.785714285714286,2,42,0.99,t,Ward 115,Entire rental unit,7.552762084214147
2,1.0,1.0,1.0,4.332857142857143,3,13,1.0,t,Ward 115,Entire rental unit,7.134890851565884
4,2.0,2.0,3.0,4.752857142857144,27,1,1.0,f,Ward 100,Entire rental unit,7.208600337960199
6,3.5,3.0,4.0,4.928571428571429,6,1,0.88,f,Ward 69,Entire home,8.696343057044556
6,2.0,2.0,3.0,4.838571428571429,23,4,1.0,t,Ward 58,Entire condo,7.208600337960199
2,1.0,0.0,1.0,4.611428571428571,14,3,1.0,t,Ward 115,Entire rental unit,7.090076835776092
2,1.0,0.0,1.0,4.96,72,2,1.0,t,Ward 54,Entire rental unit,7.193685818395112
2,1.0,1.0,2.0,4.727142857142858,71,2,1.0,f,Ward 61,Entire guest suite,6.194405391104672
6,2.5,3.0,5.0,4.828571428571428,127,6,1.0,t,Ward 54,Entire rental unit,8.174984532943087
2,1.0,1.0,1.0,4.771428571428571,25,1,1.0,f,Ward 77,Entire rental unit,6.610696044717759
2,1.0,1.0,1.0,5.0,3,25,1.0,t,Ward 55,Entire rental unit,7.3783837129967145
4,1.0,2.0,2.0,5.0,3,1,1.0,f,Ward 74,Entire rental unit,7.741099090035366
4,2.0,2.0,2.0,4.928571428571429,4,7,1.0,f,Ward 115,Entire rental unit,7.931284761525891
2,1.0,1.0,1.0,4.721428571428571,22,1,1.0,f,Ward 115,Entire condo,7.201170883281678
4,1.0,2.0,2.0,4.821428571428571,4,2,1.0,f,Ward 64,Entire home,6.78332520060396
4,2.5,2.0,2.0,4.97,38,17,1.0,t,Ward 23,Entire guest suite,7.538494999413465
4,2.0,2.0,2.0,5.0,2,1,1.0,f,Ward 73,Entire home,7.790696031174738
4,2.0,2.0,2.0,4.714285714285714,8,45,0.98,t,Ward 54,Entire rental unit,8.30671904320269
4,2.5,2.0,2.0,4.857142857142857,1,1,1.0,t,Ward 15,Entire home,8.006700845440367
2,1.0,1.0,1.0,4.910000000000001,21,1,1.0,t,Ward 77,Entire rental unit,7.119635638017636
6,3.0,3.0,4.0,4.781428571428572,15,70,1.0,t,Ward 54,Entire rental unit,8.855378246041125
4,1.0,1.0,2.0,4.8500000000000005,21,6,1.0,t,Ward 54,Entire serviced apartment,7.496097345175956
2,1.0,1.0,1.0,4.857142857142857,1,1,0.5,f,Ward 100,Entire guest suite,6.505784060128229
4,2.0,2.0,2.0,4.967142857142856,74,2,1.0,f,Ward 115,Entire rental unit,7.208600337960199
2,1.0,1.0,1.0,4.781428571428571,11,49,0.97,f,Ward 115,Room in hotel,7.21081845347222
2,1.0,1.0,1.0,4.857142857142857,1,5,0.7,f,Ward 77,Private room in rental unit,7.208600337960199
4,1.0,2.0,2.0,4.834285714285714,76,1,1.0,f,Ward 115,Entire home,7.108244139731541
6,2.0,3.0,4.0,4.992857142857143,21,1,1.0,t,Ward 64,Entire guest suite,7.039660349862076
2,1.0,1.0,1.0,4.965714285714285,136,1,1.0,t,Ward 74,Entire guest suite,7.150701457592526
4,1.0,2.0,3.0,5.0,1,6,0.88,f,Ward 21,Entire rental unit,7.3783837129967145
12,5.0,6.0,7.0,4.55,7,94,1.0,f,Ward 100,Entire home,8.754160749323518
2,1.0,1.0,1.0,5.0,3,7,1.0,t,Ward 54,Entire rental unit,7.062191632286556
4,1.5,2.0,3.0,4.428571428571429,2,14,1.0,t,Ward 64,Entire rental unit,7.7406644019172415
2,1.0,1.0,1.0,4.975714285714285,6,5,0.0,f,Ward 54,Private room in home,7.717351272185329
4,2.5,2.0,2.0,4.931428571428571,29,18,1.0,t,Ward 115,Entire townhouse,8.31238059678675
4,1.0,2.0,3.0,4.922857142857143,40,1,1.0,t,Ward 54,Entire condo,7.379008127628304
4,1.0,2.0,4.0,4.857142857142857,5,1,1.0,f,Ward 64,Entire home,7.157735484249907
8,2.0,4.0,8.0,4.714285714285714,1,4,1.0,t,Ward 61,Entire bungalow,8.657129031713755
3,2.0,2.0,4.0,4.964285714285714,4,1,1.0,f,Ward 83,Entire rental unit,6.985641817639208
2,1.0,1.0,1.0,4.714285714285714,2,4,1.0,t,Ward 23,Private room in villa,6.643789733147672
4,1.0,2.0,3.0,4.832857142857143,12,22,1.0,t,Ward 115,Entire rental unit,7.601402334583733
4,2.0,2.0,2.0,5.0,3,1,1.0,f,Ward 70,Entire townhouse,7.601402334583733
4,2.0,2.0,2.0,4.952857142857143,3,1,0.9,f,Ward 54,Entire rental unit,8.138856750696325
2,1.0,0.0,1.0,4.881428571428572,22,5,1.0,t,Ward 54,Entire serviced apartment,7.601402334583733
9,3.0,4.0,5.0,4.914285714285714,5,1,1.0,f,Ward 113,Entire home,8.812099108957337
4,2.0,3.0,3.0,4.901428571428572,19,1,1.0,f,Ward 54,Entire home,9.210440366976517
6,2.0,3.0,4.0,5.0,1,1,0.67,f,Ward 74,Entire rental unit,7.937731775260109
2,1.0,0.0,1.0,4.714285714285714,5,8,1.0,f,Ward 107,Private room in guesthouse,6.85751406254539
6,2.0,3.0,3.0,4.157142857142857,10,94,1.0,f,Ward 55,Entire rental unit,7.5688956634069955
4,2.0,2.0,2.0,4.8742857142857146,40,101,1.0,f,Ward 115,Entire rental unit,7.87359778968554
2,1.0,1.0,1.0,4.918571428571428,34,2,1.0,t,Ward 61,Entire rental unit,7.05444965813294
2,1.0,1.0,1.0,4.622857142857143,11,11,1.0,t,Ward 115,Entire rental unit,6.85751406254539
6,3.0,3.0,4.0,4.522857142857142,21,181,0.99,f,Ward 54,Entire rental unit,8.715880102296456
6,2.0,2.0,2.0,4.909999999999999,33,1,1.0,f,Ward 23,Entire rental unit,8.23827262463303
4,1.0,2.0,2.0,4.832857142857143,6,1,0.9,f,Ward 115,Entire rental unit,6.806829360392176
4,1.0,2.0,0.0,4.785714285714286,2,1,1.0,f,Ward 115,Entire rental unit,7.9676267393338165
2,1.0,1.0,1.0,5.0,1,30,1.0,f,Ward 115,Entire rental unit,7.005789019253503
2,1.0,1.0,1.0,4.894285714285714,23,18,1.0,t,Ward 115,Entire rental unit,7.510430556378006
2,1.0,1.0,1.0,4.002857142857144,3,7,0.9,f,Ward 113,Entire rental unit,6.470799503782602
3,1.0,1.0,2.0,4.928571428571429,30,8,1.0,f,Ward 64,Entire guesthouse,6.752270376141742
4,3.0,2.0,2.0,4.571428571428571,2,32,0.99,f,Ward 115,Entire rental unit,8.357493812658563
2,1.0,1.0,1.0,4.965714285714285,33,6,1.0,t,Ward 69,Entire rental unit,7.783640596221253
6,2.0,3.0,3.0,3.607142857142857,4,1,1.0,f,Ward 107,Entire home,7.75833346749091
2,1.0,1.0,1.0,4.91857142857143,42,10,1.0,f,Ward 1,Room in boutique hotel,6.755768921984255
2,1.0,1.0,2.0,5.0,1,1,1.0,f,Ward 115,Entire rental unit,6.894670039433482
2,1.0,0.0,1.0,3.0,2,1,0.0,f,Ward 115,Entire rental unit,6.85751406254539
4,2.0,2.0,2.0,4.722857142857142,43,12,1.0,t,Ward 54,Entire condo,8.93748122841604
4,2.0,2.0,2.0,4.895714285714285,37,1,1.0,t,Ward 115,Entire rental unit,8.612685172875459
2,1.0,1.0,1.0,4.857142857142857,1,10,1.0,t,Ward 64,Entire rental unit,7.578656850594762
2,1.0,1.0,1.0,4.981428571428572,76,1,1.0,t,Ward 54,Entire guest suite,8.45553053102413
4,2.0,2.0,2.0,4.6642857142857155,46,12,1.0,f,Ward 54,Entire loft,7.264730177929867
2,1.0,1.0,1.0,4.927142857142857,88,3,1.0,t,Ward 54,Entire rental unit,6.8885724595653635
6,2.0,2.0,3.0,4.8585714285714285,9,1,0.0,f,Ward 32,Entire home,8.412054873292933
2,1.0,1.0,1.0,4.891428571428572,49,6,1.0,f,Ward 74,Room in boutique hotel,8.176391596633795
2,1.0,1.0,2.0,4.87,14,2,1.0,f,Ward 59,Entire home,7.390798521735676
2,1.0,1.0,1.0,5.0,1,5,1.0,f,Ward 62,Private room in bed and breakfast,8.006700845440367
10,5.0,5.0,5.0,4.6899999999999995,11,181,0.99,f,Ward 74,Entire home,8.61993026886735
2,1.0,1.0,1.0,4.857142857142857,1,1,1.0,f,Ward 62,Private room in home,6.408528791059498
2,1.0,1.0,1.0,4.981428571428572,138,1,1.0,t,Ward 21,Entire guest suite,6.513230110912307
4,2.0,2.0,3.0,5.0,1,2,1.0,f,Ward 84,Entire guesthouse,7.358193752733032
2,1.0,0.0,1.0,4.904285714285714,30,2,1.0,f,Ward 23,Entire guest suite,7.233455418621439
4,2.0,2.0,3.0,4.92,7,33,0.96,t,Ward 115,Entire rental unit,7.360739903058278
2,1.5,1.0,1.0,4.861428571428571,19,6,1.0,f,Ward 54,Private room in villa,7.071573364211532
4,1.5,2.0,2.0,4.807142857142858,11,1,1.0,f,Ward 115,Entire rental unit,7.200424892944957
2,1.0,1.0,1.0,4.798571428571428,26,3,1.0,f,Ward 115,Entire rental unit,6.206575926724928
4,2.5,2.0,2.0,5.0,1,83,0.9,f,Ward 115,Entire rental unit,8.259716961021523
2,1.5,1.0,1.0,4.857142857142857,5,4,1.0,f,Ward 107,Entire rental unit,7.52294091807237
4,2.0,2.0,2.0,4.937142857142858,21,126,1.0,t,Ward 115,Entire rental unit,7.884576510596324
2,1.0,1.0,2.0,4.8985714285714295,310,1,0.9,t,Ward 77,Entire guest suite,6.985641817639208
2,1.0,0.0,1.0,4.781428571428571,36,1,0.89,f,Ward 77,Entire rental unit,8.507344855361422
4,1.5,2.0,4.0,4.930000000000001,253,3,1.0,t,Ward 54,Entire rental unit,7.989899374942939
2,1.0,1.0,1.0,4.928571428571429,4,5,0.89,t,Ward 71,Entire guest suite,7.869019376499023
2,1.0,1.0,1.0,4.957142857142857,47,3,1.0,t,Ward 64,Entire guesthouse,6.79346613258001
6,2.0,3.0,6.0,4.62,3,6,0.5,f,Ward 23,Entire rental unit,7.955425088912672
6,2.5,3.0,4.0,4.964285714285714,4,45,0.98,t,Ward 54,Entire rental unit,8.81744592104187
2,1.0,1.0,1.0,4.771428571428571,5,7,0.96,f,Ward 115,Entire rental unit,6.373319789577012
4,1.0,1.0,1.0,4.988571428571428,28,1,1.0,t,Ward 70,Entire rental unit,6.54534966033442
2,1.0,0.0,0.0,4.928571428571429,2,10,0.96,f,Ward 61,Entire rental unit,7.643003635560718
6,2.0,3.0,5.0,4.717142857142858,3,1,1.0,f,Ward 26,Entire home,6.744059186311348
4,1.0,2.0,3.0,4.904285714285714,31,1,1.0,t,Ward 54,Entire rental unit,7.683403681053826
6,2.0,3.0,4.0,5.0,1,1,0.83,f,Ward 73,Entire home,8.160803920954665
2,1.0,0.0,1.0,4.589999999999999,37,3,1.0,f,Ward 54,Entire rental unit,6.684611727667927
6,2.0,3.0,4.0,4.960000000000001,115,22,1.0,t,Ward 61,Entire home,7.8674885686991285
2,1.0,1.0,1.0,4.071428571428571,2,1,1.0,f,Ward 107,Entire rental unit,6.639875833826536
2,1.0,1.0,1.0,4.912857142857143,206,126,1.0,t,Ward 115,Entire condo,8.120886021092838
2,1.0,1.0,1.0,4.395714285714286,8,33,0.96,t,Ward 115,Entire rental unit,6.728628613084702
4,2.0,2.0,0.0,4.857142857142857,20,38,1.0,t,Ward 64,Entire rental unit,7.753194269884341
2,1.5,1.0,1.0,5.0,1,2,0.5,f,Ward 77,Private room in home,7.208600337960199
2,0.5,1.0,1.0,4.822857142857143,32,1,1.0,t,Ward 115,Entire rental unit,6.803505257608338
6,2.0,3.0,3.0,4.7871428571428565,12,5,0.97,t,Ward 115,Entire rental unit,8.360773272144936
2,1.0,0.0,1.0,4.708571428571429,21,28,0.91,f,Ward 115,Entire rental unit,6.532334292222349
4,2.0,2.0,3.0,4.9314285714285715,17,14,1.0,t,Ward 23,Entire vacation home,7.365812837209472
2,1.0,1.0,1.0,4.737142857142857,6,3,1.0,t,Ward 112,Private room in guest suite,6.621405651764134
4,2.0,2.0,1.0,5.0,1,1,1.0,f,Ward 107,Entire rental unit,7.145196134997171
2,1.0,1.0,1.0,4.571428571428571,5,1,1.0,f,Ward 115,Entire rental unit,6.516193076042964
6,2.0,4.0,4.0,4.857142857142857,1,1,1.0,f,Ward 15,Entire home,7.8119734296220225
6,2.0,3.0,4.0,4.542857142857144,5,1,1.0,t,Ward 100,Entire cabin,7.783640596221253
6,3.0,3.0,4.0,4.952857142857143,11,2,1.0,f,Ward 77,Entire townhouse,8.160803920954665
4,1.0,2.0,2.0,4.988571428571428,13,1,1.0,t,Ward 115,Entire rental unit,7.824445930877619
4,1.0,2.0,3.0,4.944285714285714,33,2,0.0,t,Ward 54,Entire rental unit,8.160803920954665
3,1.0,2.0,2.0,4.982857142857142,8,3,1.0,f,Ward 61,Entire home,7.824445930877619
12,4.5,6.0,9.0,4.938571428571429,31,38,1.0,t,Ward 62,Entire home,9.439227397917458
8,3.0,4.0,5.0,4.707142857142856,76,19,0.98,f,Ward 4,Entire home,7.629489916393995
2,1.0,1.0,1.0,1.0,1,1,1.0,f,Ward 115,Entire rental unit,6.559615237493242
5,2.0,3.0,3.0,4.642857142857143,2,1,1.0,f,Ward 64,Entire rental unit,7.208600337960199
2,1.0,1.0,1.0,4.957142857142857,44,1,1.0,t,Ward 73,Entire guesthouse,7.193685818395112
10,6.0,5.0,5.0,5.0,2,70,0.99,t,Ward 54,Entire villa,10.140257836764995
6,1.5,3.0,4.0,4.571428571428571,1,3,1.0,f,Ward 113,Entire home,7.824445930877619
1,1.0,1.0,1.0,4.862857142857143,51,2,1.0,t,Ward 62,Private room in home,5.811140992976701
2,1.0,1.0,1.0,4.857142857142857,3,1,1.0,f,Ward 115,Entire rental unit,6.92461239604856
2,1.0,1.0,1.0,5.0,8,3,1.0,t,Ward 61,Private room in guest suite,7.018401799069201
2,1.0,0.0,1.0,4.871428571428572,10,2,1.0,f,Ward 115,Entire rental unit,7.741099090035366
2,1.0,0.0,1.0,4.871428571428572,11,47,0.99,t,Ward 54,Entire rental unit,7.786551806428712
2,1.0,1.0,1.0,5.0,1,2,0.9,f,Ward 54,Entire condo,7.496097345175956
2,1.0,1.0,0.0,5.0,9,16,1.0,t,Ward 54,Entire rental unit,7.67368812926773
2,1.0,1.0,1.0,4.555714285714286,9,30,1.0,f,Ward 115,Entire rental unit,7.098375638590786
4,1.0,1.0,3.0,4.785714285714286,4,1,1.0,f,Ward 100,Entire rental unit,6.85751406254539
6,1.5,3.0,4.0,4.905714285714287,57,1,1.0,t,Ward 74,Entire home,8.082093278178382
2,1.0,0.0,1.0,4.771428571428571,5,1,1.0,f,Ward 64,Entire rental unit,6.7464121285733745
4,1.0,2.0,3.0,4.921428571428572,65,9,1.0,t,Ward 85,Entire rental unit,7.3783837129967145
1,1.5,2.0,2.0,4.868571428571428,38,2,0.9,f,Ward 77,Private room in rental unit,6.324358962381311
6,2.0,3.0,4.0,4.0928571428571425,8,15,0.97,f,Ward 107,Entire rental unit,7.333676395657684
3,1.0,1.0,2.0,4.831428571428572,6,6,1.0,t,Ward 102,Entire guesthouse,6.317164686747284
4,2.0,2.0,2.0,4.894285714285715,32,70,1.0,t,Ward 115,Entire rental unit,8.193676665955241
5,3.0,3.0,3.0,5.0,2,1,1.0,t,Ward 107,Entire home,7.668093709082406
4,1.0,2.0,3.0,5.0,2,1,1.0,t,Ward 61,Entire rental unit,6.841615476477592
2,1.0,1.0,1.0,4.88,19,13,1.0,t,Ward 54,Entire rental unit,7.523481312573497
2,1.0,2.0,2.0,4.942857142857142,46,1,1.0,t,Ward 59,Entire condo,6.814542897259958
4,2.0,2.0,2.0,4.8500000000000005,15,7,1.0,t,Ward 115,Entire rental unit,7.937731775260109
4,3.0,2.0,2.0,5.0,1,1,1.0,f,Ward 115,Entire rental unit,8.302761580704049
4,1.0,0.0,1.0,4.428571428571429,5,10,1.0,f,Ward 70,Entire guest suite,6.68586094706836
6,3.0,3.0,3.0,5.0,1,3,1.0,t,Ward 15,Entire villa,7.955425088912672
2,1.0,1.0,1.0,4.794285714285714,158,37,1.0,f,Ward 115,Entire serviced apartment,7.067319848653476
2,1.0,1.0,1.0,4.6899999999999995,59,15,1.0,t,Ward 54,Entire rental unit,7.3310603052186325
8,2.5,4.0,3.0,4.8428571428571425,20,11,1.0,t,Ward 69,Entire home,8.38958706681109
2,1.0,1.0,1.0,4.968571428571429,219,4,1.0,t,Ward 115,Entire condo,7.575071699507561
2,1.0,1.0,1.0,4.871428571428572,17,3,1.0,t,Ward 64,Room in bed and breakfast,7.3783837129967145
8,2.0,4.0,4.0,4.821428571428571,4,1,1.0,f,Ward 27,Entire home,8.881975184248867
6,3.0,3.0,3.0,3.5714285714285716,4,18,1.0,f,Ward 23,Entire home,8.11969625295725
6,3.0,3.0,4.0,5.0,1,1,1.0,f,Ward 64,Entire home,8.294299608857235
2,1.0,1.0,1.0,4.831428571428573,17,8,1.0,f,Ward 23,Entire home,6.752270376141742
1,3.0,1.0,1.0,4.805714285714286,11,31,1.0,t,Ward 57,Private room in home,5.786897381366708
2,1.0,1.0,1.0,4.538571428571428,54,7,1.0,f,Ward 77,Room in boutique hotel,6.669498089857879
2,1.0,1.0,1.0,4.418571428571428,92,4,1.0,f,Ward 115,Private room in guesthouse,6.7580945044277305
4,1.0,2.0,2.0,5.0,1,5,1.0,f,Ward 113,Entire rental unit,7.300472814267799
4,1.0,2.0,3.0,4.837142857142857,29,1,1.0,f,Ward 77,Entire condo,6.811244378601294
2,1.0,1.0,1.0,4.884285714285714,15,3,1.0,t,Ward 77,Entire rental unit,7.313886831633462
2,1.0,1.0,1.0,4.857142857142857,53,2,1.0,t,Ward 58,Entire guest suite,6.985641817639208
2,2.0,2.0,2.0,5.0,2,18,0.97,t,Ward 77,Entire rental unit,7.3783837129967145
2,1.0,0.0,2.0,4.887142857142857,229,4,1.0,t,Ward 115,Entire rental unit,7.102499355774649
2,1.0,1.0,1.0,4.99,107,1,1.0,t,Ward 61,Entire rental unit,7.244941546337007
2,1.0,1.0,1.0,4.941428571428572,12,7,1.0,t,Ward 74,Room in serviced apartment,6.795705775173514
10,5.5,5.0,5.0,1.8571428571428572,1,10,0.9,f,Ward 59,Entire home,8.871505346165781
8,3.5,4.0,4.0,4.971428571428572,25,1,1.0,f,Ward 74,Entire home,9.11690842718363
2,1.0,1.0,1.0,4.831428571428572,18,1,1.0,f,Ward 77,Entire condo,7.544861068658458
5,2.0,3.0,3.0,4.922857142857143,17,71,1.0,t,Ward 115,Entire home,8.469472455204826
2,1.0,1.0,1.0,4.847142857142857,104,19,0.98,t,Ward 54,Entire rental unit,7.004881989712859
2,1.0,0.0,1.0,4.894285714285714,55,33,0.96,t,Ward 115,Entire rental unit,6.720220155135295
6,2.0,2.0,4.0,5.0,4,1,1.0,f,Ward 54,Entire condo,7.544861068658458
4,2.0,2.0,3.0,4.935714285714285,11,2,1.0,t,Ward 61,Entire home,7.650168700845001
4,1.0,2.0,2.0,4.97,14,1,1.0,f,Ward 61,Entire bungalow,8.095293776844649
4,2.0,2.0,3.0,4.987142857142857,11,4,1.0,f,Ward 77,Entire serviced apartment,8.33110454805304
6,2.5,3.0,3.0,4.898571428571429,7,13,1.0,f,Ward 77,Entire townhouse,8.27410200229233
6,3.0,3.0,4.0,4.852857142857142,147,38,1.0,t,Ward 77,Entire home,7.961370201719511
16,8.0,8.0,8.0,4.822857142857144,12,1,1.0,f,Ward 71,Entire home,9.770013301136158
4,1.0,2.0,2.0,5.0,1,83,0.9,f,Ward 23,Entire rental unit,7.45182223652793
4,1.5,2.0,3.0,4.738571428571428,6,12,1.0,f,Ward 55,Entire serviced apartment,7.824445930877619
2,1.0,1.0,1.0,4.9071428571428575,53,11,1.0,f,Ward 23,Private room in home,6.395261598115449
4,1.0,2.0,2.0,4.214285714285714,2,1,1.0,f,Ward 23,Entire rental unit,7.280008252884188
2,1.0,1.0,1.0,4.9,369,5,1.0,t,Ward 54,Entire rental unit,7.293017679772782
2,1.0,1.0,1.0,4.69,6,108,0.97,f,Ward 54,Entire rental unit,8.127995055771946
2,1.0,1.0,1.0,4.78,17,2,1.0,t,Ward 77,Entire guesthouse,6.803505257608338
6,3.5,3.0,3.0,5.0,2,1,0.86,f,Ward 69,Entire home,8.77971129020447
4,2.0,2.0,3.0,4.802857142857143,53,17,1.0,t,Ward 115,Entire condo,7.2078598714324755
7,3.5,4.0,4.0,4.928571428571429,2,13,1.0,t,Ward 23,Entire home,8.987321812850125
6,1.5,2.0,3.0,5.0,2,1,1.0,f,Ward 64,Entire townhouse,7.260522598089852
9,2.0,4.0,6.0,4.571428571428571,4,13,1.0,t,Ward 58,Entire villa,8.343077871169383
10,5.0,5.0,1.0,4.742857142857143,10,21,0.97,t,Ward 54,Entire villa,10.037056444457543
2,1.0,1.0,1.0,4.569999999999999,22,1,1.0,f,Ward 115,Entire rental unit,7.306531398939505
2,1.0,1.0,1.0,4.714285714285714,1,70,0.99,t,Ward 54,Entire rental unit,7.661527081358517
2,1.0,1.0,1.0,4.724285714285714,14,30,1.0,f,Ward 115,Entire rental unit,7.766840537085513
2,1.0,1.0,1.0,4.857142857142857,5,1,1.0,f,Ward 107,Entire serviced apartment,7.655390644826152
10,4.0,5.0,6.0,4.75,12,3,1.0,t,Ward 70,Entire home,7.3783837129967145
6,2.5,3.0,3.0,4.142857142857143,1,2,1.0,f,Ward 61,Entire home,8.881975184248867
4,2.0,2.0,2.0,4.8500000000000005,51,9,1.0,t,Ward 107,Entire serviced apartment,7.1284959456800365
1,1.0,1.0,1.0,4.6571428571428575,10,1,1.0,f,Ward 64,Entire guest suite,6.39024066706535
4,2.0,2.0,2.0,5.0,1,1,1.0,f,Ward 115,Entire rental unit,8.922791623969637
2,1.0,1.0,1.0,4.841428571428572,36,1,1.0,f,Ward 107,Entire guest suite,6.501289670540389
8,2.5,4.0,4.0,4.9071428571428575,20,2,1.0,f,Ward 62,Entire home,8.109525659752872
2,1.0,1.0,1.0,4.974285714285714,34,1,1.0,t,Ward 70,Entire rental unit,6.620073206530356
2,1.0,1.0,1.0,4.694285714285713,117,1,1.0,f,Ward 54,Entire cottage,6.694562058521095
2,1.5,1.0,1.0,4.954285714285715,196,3,1.0,t,Ward 115,Entire rental unit,7.151485463904735
4,2.0,2.0,2.0,4.418571428571428,13,6,1.0,f,Ward 84,Entire rental unit,7.8636512654486515
6,2.5,3.0,3.0,4.938571428571429,44,1,1.0,t,Ward 54,Entire townhouse,8.517393171418904
10,5.5,5.0,5.0,4.871428571428572,10,70,0.99,t,Ward 54,Entire villa,9.634300062720511
1,1.0,1.0,1.0,4.8342857142857145,24,2,1.0,t,Ward 58,Entire guest suite,5.7899601708972535
4,2.0,2.0,2.0,4.677142857142856,42,51,1.0,t,Ward 77,Entire rental unit,6.918695219020472
4,2.0,2.0,2.0,4.857142857142857,6,1,1.0,f,Ward 71,Entire home,7.496097345175956
2,1.0,1.0,2.0,5.0,7,2,0.83,t,Ward 57,Private room in home,6.398594934535208
2,1.0,1.0,1.0,4.892857142857143,35,2,1.0,t,Ward 59,Entire serviced apartment,7.102499355774649
7,3.0,4.0,4.0,4.845714285714286,11,1,1.0,f,Ward 115,Entire home,9.305741456739435
10,5.5,5.0,5.0,4.987142857142857,11,1,1.0,t,Ward 61,Entire villa,10.165890277802454
2,1.0,1.0,1.0,4.591428571428572,35,21,1.0,f,Ward 77,Private room in home,6.428105272684596
4,2.5,2.0,2.0,4.985714285714286,10,1,1.0,f,Ward 54,Entire rental unit,8.445697189711167
8,4.0,4.0,5.0,4.964285714285714,4,3,1.0,t,Ward 64,Entire rental unit,8.516392871245468
2,1.0,1.0,1.0,4.51,7,23,1.0,f,Ward 115,Entire rental unit,6.813444599510896
2,1.0,0.0,1.0,4.6571428571428575,10,5,1.0,f,Ward 54,Entire rental unit,7.374629015218945
12,5.0,6.0,6.0,4.914285714285714,39,1,1.0,t,Ward 54,Entire home,9.657906656102982
2,1.0,1.0,1.0,4.957142857142857,48,19,1.0,t,Ward 62,Entire rental unit,7.1308988302963465
2,1.0,1.0,1.0,1.0,1,9,1.0,f,Ward 10,Private room in home,6.327936783729195
4,2.0,2.0,2.0,4.975714285714285,23,1,1.0,t,Ward 115,Entire rental unit,7.793999089503996
1,1.0,1.0,1.0,4.890000000000001,21,3,1.0,t,Ward 112,Private room in guest suite,6.111467339502679
2,1.0,1.0,1.0,4.9399999999999995,7,2,1.0,f,Ward 54,Entire rental unit,6.78105762593618
4,1.0,2.0,5.0,4.832857142857143,23,17,1.0,t,Ward 107,Entire rental unit,7.484368643286131
