accommodates,bathrooms,bedrooms,beds,avg_rating,calculated_host_listings_count,host_response_rate,avg_price,minimum_nights,availability_rate,days_since_last_review,number_of_reviews,host_is_superhost,neighbourhood_cleansed,property_type,occupancy
2,1.0,0.0,1.0,4.59857142857143,1,1.0,2800.0,2,0.9232876712328767,59.0,11,f,Ward 115,Entire rental unit,66
2,1.0,1.0,1.0,4.571428571428571,5,1.0,700.0,1,0.6767123287671233,26.0,15,t,Ward 10,Entire rental unit,78
4,1.0,2.0,2.0,4.84857142857143,9,1.0,1700.0,2,0.2219178082191781,40.0,125,t,Ward 54,Entire rental unit,132
4,0.5,1.0,1.0,4.9,1,1.0,1000.0,1,0.915068493150685,1.0,49,t,Ward 84,Entire vacation home,168
4,2.0,2.0,2.0,4.871428571428572,1,1.0,100.0,5,0.7972602739726027,59.0,10,f,Ward 77,Entire home,100
4,2.0,2.0,2.0,4.852857142857142,7,0.95,1975.0,2,0.23835616438356164,10.0,75,f,Ward 59,Entire home,54
2,1.5,1.0,2.0,4.76,3,1.0,650.0,1,0.8876712328767123,24.0,16,f,Ward 64,Private room in bed and breakfast,24
4,2.5,2.0,2.0,4.894285714285714,19,0.98,1995.0,2,0.37534246575342467,3.0,113,t,Ward 54,Entire rental unit,114
4,1.0,2.0,3.0,4.912857142857143,1,1.0,1100.0,2,0.44931506849315067,48.0,46,f,Ward 103,Entire rental unit,42
2,1.0,1.0,1.0,4.5214285714285705,2,1.0,1100.0,1,0.958904109589041,119.0,8,t,Ward 105,Farm stay,6
2,1.0,1.0,1.0,3.142857142857143,108,0.97,1177.0,2,0.030136986301369864,372.0,1,f,Ward 115,Entire rental unit,0
2,1.0,1.0,1.0,4.965714285714286,1,1.0,799.0,1,0.44931506849315067,20.0,17,f,Ward 54,Entire guest suite,18
2,1.0,1.0,1.0,4.621428571428572,7,1.0,2000.0,1,0.9424657534246575,794.0,3,f,Ward 115,Private room in bed and breakfast,0
12,5.5,6.0,8.0,4.9314285714285715,1,1.0,11424.0,3,0.7972602739726027,3.0,28,t,Ward 54,Entire villa,108
4,2.0,2.0,2.0,5.0,3,1.0,1500.0,2,0.24383561643835616,48.0,2,f,Ward 55,Entire rental unit,12
2,1.5,0.0,2.0,4.721428571428572,1,1.0,750.0,2,0.9397260273972603,18.0,24,f,Ward 74,Entire guest suite,24
2,1.0,1.0,1.0,5.0,1,1.0,950.0,3,0.8164383561643835,29.0,4,f,Ward 74,Entire rental unit,24
6,2.0,3.0,5.0,4.702857142857143,4,0.08,4250.0,2,0.6383561643835617,83.0,26,f,Ward 54,Entire serviced apartment,48
2,1.0,1.0,1.0,4.785714285714286,42,0.99,855.0,1,0.9561643835616438,19.0,10,t,Ward 115,Entire rental unit,60
4,2.0,2.0,3.0,4.952857142857143,1,1.0,5258.0,2,0.673972602739726,37.0,9,t,Ward 115,Entire rental unit,36
2,1.0,1.0,1.0,4.564285714285715,25,1.0,1000.0,2,0.8356164383561644,15.0,23,f,Ward 54,Entire rental unit,138
3,1.0,1.0,3.0,4.214285714285714,9,1.0,3210.0,1,0.9095890410958904,40.0,2,f,Ward 77,Entire serviced apartment,6
2,1.0,1.0,1.0,4.974285714285714,6,0.88,1200.0,3,0.12876712328767123,1.0,122,t,Ward 115,Entire rental unit,96
2,1.0,0.0,2.0,4.857142857142857,13,1.0,965.0,1,0.7534246575342466,11.0,43,f,Ward 4,Entire serviced apartment,42
2,1.0,1.0,1.0,4.795714285714285,1,1.0,857.0,2,0.8657534246575342,21.0,14,t,Ward 77,Entire condo,60
3,2.0,1.0,1.0,5.0,1,1.0,1150.0,2,0.21095890410958903,43.0,3,f,Ward 77,Entire rental unit,18
2,1.0,1.0,1.0,4.895714285714286,1,1.0,350.0,1,0.673972602739726,27.0,18,f,Ward 26,Entire guest suite,108
5,2.0,2.0,3.0,4.858571428571429,2,0.93,2000.0,2,0.8273972602739726,12.0,353,t,Ward 74,Entire home,255
2,1.0,0.0,1.0,4.909999999999999,1,1.0,719.0,2,0.6,5.0,14,t,Ward 115,Entire rental unit,84
8,3.0,4.0,4.0,4.778571428571428,52,1.0,13728.0,7,0.915068493150685,438.0,11,t,Ward 62,Entire home,0
4,2.0,2.0,2.0,4.749999999999999,4,1.0,2000.0,3,0.14520547945205478,0.0,333,f,Ward 115,Entire rental unit,246
4,2.0,2.0,3.0,4.908571428571428,1,1.0,1900.0,2,0.4712328767123288,5.0,19,t,Ward 5,Entire home,90
2,1.5,1.0,1.0,4.971428571428572,1,1.0,1100.0,2,0.3452054794520548,82.0,124,t,Ward 54,Entire rental unit,96
2,1.0,1.0,1.0,4.628571428571428,5,1.0,600.0,1,0.9698630136986301,17.0,5,t,Ward 10,Entire rental unit,30
2,1.0,1.0,1.0,4.9628571428571435,1,1.0,1000.0,1,0.7589041095890411,2.0,328,t,Ward 57,Entire guesthouse,255
4,2.5,2.0,3.0,4.722857142857143,1,0.9,3800.0,2,0.30684931506849317,24.0,132,f,Ward 115,Entire rental unit,96
4,1.0,2.0,2.0,4.442857142857143,7,0.75,1580.0,1,0.8794520547945206,404.0,18,f,Ward 15,Entire cottage,0
2,1.0,1.0,1.0,4.831428571428572,2,1.0,900.0,2,0.10136986301369863,337.0,6,f,Ward 73,Entire home,6
4,2.0,2.0,4.0,4.142857142857143,2,1.0,975.0,2,0.8849315068493151,698.0,1,f,Ward 3,Entire rental unit,0
8,3.5,4.0,5.0,5.0,16,1.0,10000.0,3,0.8904109589041096,24.0,2,t,Ward 64,Entire home,12
2,1.0,0.0,2.0,4.857142857142857,1,1.0,2350.0,3,0.989041095890411,77.0,1,f,Ward 59,Entire rental unit,6
4,2.0,2.0,2.0,5.0,3,1.0,21694.0,5,0.473972602739726,383.0,5,f,Ward 61,Entire cottage,0
2,1.0,1.0,1.0,3.9714285714285715,1,1.0,2400.0,2,0.9698630136986301,31.0,5,f,Ward 115,Entire rental unit,30
8,4.0,4.0,4.0,5.0,181,0.99,6000.0,1,0.958904109589041,23.0,4,f,Ward 54,Entire villa,24
2,1.0,1.0,1.0,4.548571428571429,4,1.0,411.0,4,0.08767123287671233,68.0,6,t,Ward 57,Private room in home,16
2,2.0,1.0,2.0,4.667142857142857,1,0.86,600.0,2,0.9972602739726028,35.0,3,f,Ward 77,Private room in home,12
2,1.0,1.0,1.0,4.832857142857143,4,0.87,1186.0,3,0.9972602739726028,7.0,11,f,Ward 74,Private room in guesthouse,18
2,1.0,1.0,1.0,5.0,2,0.54,506.0,2,0.3780821917808219,18.0,7,f,Ward 65,Entire home,42
2,1.0,1.0,1.0,5.0,1,1.0,1000.0,3,0.9452054794520548,23.0,6,f,Ward 64,Entire rental unit,36
2,1.0,1.0,1.0,4.7871428571428565,25,1.0,1303.0,1,0.9863013698630136,6.0,8,f,Ward 115,Entire rental unit,48
2,1.0,1.0,2.0,4.285714285714286,5,1.0,1320.0,1,0.9123287671232877,3325.0,1,f,Ward 70,Private room in guesthouse,0
2,1.0,1.0,1.0,4.761428571428572,2,1.0,950.0,3,0.8356164383561644,4.0,32,t,Ward 54,Entire rental unit,54
1,1.0,1.0,1.0,4.855714285714286,7,0.82,920.0,2,0.6958904109589041,75.0,6,t,Ward 115,Entire rental unit,36
2,1.0,1.0,1.0,4.838571428571428,60,1.0,2250.0,2,0.8383561643835616,5.0,34,t,Ward 54,Entire rental unit,102
1,1.0,1.0,1.0,4.88,4,1.0,50.0,1,0.9205479452054794,1.0,25,t,Ward 54,Private room in home,72
2,1.0,1.0,1.0,4.972857142857143,1,1.0,1150.0,5,0.7315068493150685,14.0,37,t,Ward 109,Entire vacation home,130
2,1.0,0.0,1.0,4.871428571428572,22,0.86,850.0,3,0.29041095890410956,150.0,11,t,Ward 115,Entire rental unit,6
10,3.0,5.0,5.0,5.0,1,1.0,6500.0,7,0.9808219178082191,74.0,12,f,Ward 61,Entire home,28
4,2.0,2.0,3.0,4.927142857142856,22,0.86,2000.0,3,0.7068493150684931,127.0,6,t,Ward 115,Entire rental unit,12
2,1.0,1.0,1.0,4.868571428571428,70,1.0,1500.0,2,0.20821917808219179,9.0,56,t,Ward 77,Entire rental unit,180
4,1.0,2.0,3.0,4.868571428571428,2,1.0,75.0,2,0.8904109589041096,0.0,316,t,Ward 77,Entire rental unit,255
3,1.0,2.0,3.0,4.88,1,1.0,650.0,1,0.9041095890410958,47.0,218,t,Ward 58,Entire rental unit,204
2,1.0,1.0,1.0,5.0,4,1.0,1700.0,2,0.049315068493150684,1116.0,1,f,Ward 15,Private room in guesthouse,0
2,1.0,1.0,1.0,4.8585714285714285,3,1.0,880.0,2,0.8082191780821918,26.0,32,f,Ward 74,Private room in guesthouse,90
2,1.0,1.0,3.0,4.66857142857143,8,1.0,950.0,28,0.9972602739726028,62.0,38,f,Ward 107,Private room in home,112
2,1.0,1.0,1.0,4.932857142857143,1,1.0,720.0,1,0.958904109589041,1.0,451,t,Ward 112,Entire rental unit,255
4,2.5,2.0,2.0,4.882857142857143,126,1.0,4130.0,2,0.7671232876712328,8.0,205,t,Ward 115,Entire condo,255
12,8.0,5.0,9.0,4.541428571428572,4,0.89,950.0,1,0.6986301369863014,22.0,27,f,Ward 4,Entire villa,36
2,1.0,1.0,2.0,2.0,160,1.0,1100.0,1,1.0,101.0,1,f,Ward 115,Room in hotel,6
4,2.0,2.0,3.0,4.921428571428572,16,1.0,3650.0,2,0.915068493150685,37.0,9,t,Ward 54,Entire rental unit,24
1,1.0,1.0,1.0,4.434285714285715,7,1.0,240.0,2,0.9698630136986301,19.0,23,f,Ward 11,Private room in home,42
4,1.0,3.0,4.0,4.817142857142857,2,1.0,960.0,2,0.7205479452054795,53.0,7,f,Ward 2,Entire guesthouse,42
2,1.0,1.0,1.0,4.937142857142858,1,1.0,750.0,2,0.39452054794520547,2.0,49,f,Ward 58,Private room in bed and breakfast,54
4,2.0,2.0,2.0,4.744285714285715,126,1.0,2360.0,2,0.8712328767123287,8.0,28,t,Ward 115,Entire rental unit,168
6,2.0,3.0,4.0,4.857142857142857,1,1.0,1890.0,3,0.9945205479452055,1899.0,2,f,Ward 5,Entire home,0
4,2.0,2.0,2.0,4.858571428571429,1,0.75,2200.0,14,0.736986301369863,22.0,7,t,Ward 115,Entire rental unit,112
4,2.0,2.0,0.0,4.43,1,1.0,2875.0,2,0.3863013698630137,66.0,3,f,Ward 54,Entire rental unit,18
6,2.5,3.0,4.0,4.7385714285714275,1,1.0,2000.0,2,0.7534246575342466,445.0,6,f,Ward 83,Entire home,0
2,1.0,1.0,1.0,5.0,14,0.97,1650.0,1,0.8383561643835616,80.0,1,t,Ward 84,Private room in bed and breakfast,6
2,1.0,1.0,2.0,4.918571428571428,1,1.0,1350.0,2,0.9835616438356164,8.0,58,t,Ward 74,Entire loft,114
6,2.0,3.0,4.0,4.942857142857143,4,1.0,3475.0,5,0.2136986301369863,79.0,5,t,Ward 61,Entire home,10
4,1.5,2.0,2.0,4.835714285714286,7,1.0,1600.0,2,0.6712328767123288,8.0,163,t,Ward 115,Entire rental unit,168
2,1.0,1.0,1.0,4.945714285714286,1,1.0,700.0,2,0.09863013698630137,25.0,49,f,Ward 59,Private room in loft,240
2,1.0,0.0,1.0,4.812857142857143,1,1.0,700.0,2,0.1863013698630137,64.0,53,t,Ward 73,Entire guest suite,48
2,1.0,1.0,1.0,4.737142857142857,1,1.0,4500.0,3,0.7780821917808219,23.0,123,f,Ward 115,Entire rental unit,114
4,2.0,2.0,2.0,4.902857142857143,32,1.0,3200.0,2,0.9753424657534246,23.0,16,t,Ward 54,Entire rental unit,96
6,2.0,3.0,6.0,4.657142857142857,2,1.0,1100.0,1,0.2219178082191781,332.0,47,t,Ward 61,Private room in guesthouse,12
1,1.0,1.0,1.0,4.904285714285714,1,1.0,700.0,1,0.7287671232876712,69.0,6,f,Ward 77,Entire rental unit,18
12,4.0,6.0,9.0,4.875714285714286,181,0.99,6000.0,4,0.8821917808219178,6.0,15,f,Ward 54,Entire villa,88
8,4.5,4.0,4.0,4.921428571428572,20,1.0,11590.0,4,0.6,15.0,9,t,Ward 74,Entire villa,56
3,1.0,1.0,2.0,4.985714285714286,1,1.0,1244.0,2,0.5260273972602739,20.0,119,t,Ward 77,Entire rental unit,162
4,2.0,2.0,3.0,4.921428571428572,1,1.0,2500.0,2,0.8465753424657534,16.0,20,f,Ward 23,Entire rental unit,120
2,1.0,1.0,1.0,4.895714285714285,1,1.0,1610.0,2,0.9753424657534246,17.0,8,t,Ward 115,Entire rental unit,48
4,1.0,2.0,2.0,4.971428571428571,1,1.0,1950.0,3,0.6383561643835617,4.0,30,t,Ward 57,Entire home,144
4,2.5,2.0,2.0,4.871428571428572,2,0.86,2500.0,2,0.8164383561643835,9.0,122,t,Ward 115,Entire rental unit,252
2,1.0,1.0,1.0,4.865714285714286,126,1.0,1180.0,1,0.9178082191780822,4.0,122,t,Ward 115,Entire rental unit,204
2,1.0,0.0,1.0,4.478571428571429,49,1.0,1000.0,1,0.9178082191780822,24.0,11,f,Ward 115,Entire rental unit,18
2,1.0,1.0,1.0,4.814285714285715,70,1.0,2200.0,2,0.3589041095890411,12.0,27,t,Ward 54,Entire rental unit,138
4,2.5,2.0,2.0,4.957142857142857,1,1.0,1800.0,2,0.7397260273972602,126.0,49,t,Ward 115,Entire rental unit,36
4,1.0,2.0,2.0,4.517142857142857,1,1.0,2000.0,2,1.0,57.0,13,f,Ward 115,Entire rental unit,24
4,1.0,2.0,2.0,4.924285714285714,2,1.0,1950.0,2,0.8684931506849315,0.0,70,t,Ward 77,Entire condo,168
6,2.0,3.0,4.0,2.857142857142857,1,0.29,2650.0,2,0.7397260273972602,70.0,1,f,Ward 4,Entire guesthouse,6
2,1.0,0.0,1.0,4.925714285714286,1,1.0,550.0,1,0.2410958904109589,3.0,297,t,Ward 61,Entire rental unit,255
4,2.0,2.0,2.0,4.9142857142857155,2,1.0,2309.0,7,0.6438356164383562,38.0,17,f,Ward 115,Entire condo,238
2,1.0,1.0,1.0,4.8100000000000005,2,1.0,1271.0,1,0.9780821917808219,443.0,3,f,Ward 64,Private room in guesthouse,0
2,1.0,1.0,1.0,4.619999999999999,1,1.0,1500.0,2,0.7397260273972602,25.0,3,f,Ward 115,Entire rental unit,18
6,2.0,3.0,3.0,5.0,1,1.0,115.0,7,0.0027397260273972603,78.0,1,f,Ward 15,Entire home,14
4,2.5,2.0,2.0,4.19,1,1.0,2500.0,2,0.21095890410958903,79.0,3,f,Ward 1,Entire rental unit,12
2,1.0,1.0,1.0,4.871428571428572,1,1.0,745.0,7,0.4849315068493151,755.0,11,f,Ward 115,Entire rental unit,0
6,2.0,3.0,4.0,4.797142857142857,94,1.0,4203.0,1,0.9506849315068493,17.0,17,f,Ward 23,Entire rental unit,18
2,1.0,1.0,1.0,4.67,49,1.0,1495.0,2,0.958904109589041,33.0,58,f,Ward 115,Entire rental unit,198
4,2.0,2.0,1.0,5.0,4,1.0,10200.0,3,0.410958904109589,77.0,2,t,Ward 54,Private room in rental unit,6
2,1.0,1.0,1.0,4.621428571428572,1,1.0,600.0,1,0.8849315068493151,59.0,3,f,Ward 8,Private room in bed and breakfast,18
6,2.0,3.0,10.0,4.948571428571428,3,0.89,6000.0,5,0.4876712328767123,389.0,8,t,Ward 71,Entire home,0
2,1.0,1.0,1.0,4.858571428571429,19,1.0,1009.0,2,0.4849315068493151,26.0,16,f,Ward 77,Entire condo,30
3,1.0,1.0,2.0,4.824285714285714,3,1.0,499.0,2,0.2493150684931507,27.0,152,t,Ward 77,Entire cottage,102
2,1.5,1.0,2.0,4.83,1,0.9,800.0,2,0.0958904109589041,1.0,161,t,Ward 77,Entire rental unit,90
6,3.0,3.0,4.0,4.382857142857143,21,1.0,3961.0,1,0.8657534246575342,119.0,6,f,Ward 100,Entire rental unit,12
2,1.0,0.0,2.0,4.868571428571429,10,1.0,875.0,2,0.08493150684931507,686.0,23,t,Ward 54,Entire rental unit,0
10,4.0,4.0,6.0,4.598571428571428,1,1.0,6500.0,2,0.9698630136986301,31.0,11,f,Ward 54,Entire home,24
6,3.0,3.0,3.0,5.0,1,1.0,5400.0,1,0.7726027397260274,41.0,1,f,Ward 5,Entire home,6
2,1.0,1.0,1.0,4.857142857142857,6,1.0,3300.0,1,0.3698630136986301,163.0,1,f,Ward 54,Room in boutique hotel,6
6,3.0,3.0,3.0,4.868571428571428,6,0.94,6050.0,1,0.7835616438356164,109.0,14,t,Ward 54,Entire rental unit,18
4,2.0,2.0,2.0,5.0,1,0.67,3000.0,3,0.2219178082191781,74.0,1,f,Ward 70,Entire home,6
2,1.0,1.0,1.0,4.8914285714285715,30,1.0,1800.0,2,0.6328767123287671,9.0,28,t,Ward 115,Entire rental unit,168
4,1.0,2.0,2.0,4.88,2,1.0,1066.0,3,0.40273972602739727,10.0,108,t,Ward 115,Entire rental unit,255
10,4.0,5.0,7.0,4.857142857142857,101,1.0,30800.0,2,0.6356164383561644,5.0,16,f,Ward 54,Entire home,96
10,5.5,5.0,5.0,4.965714285714286,2,1.0,6500.0,2,0.7315068493150685,18.0,108,t,Ward 64,Entire villa,162
4,2.0,2.0,2.0,4.902857142857143,126,1.0,4720.0,2,0.810958904109589,6.0,61,t,Ward 115,Entire rental unit,255
4,1.0,2.0,2.0,4.948571428571428,1,1.0,70.0,3,0.5260273972602739,73.0,57,t,Ward 54,Entire rental unit,78
2,1.0,1.0,1.0,4.9799999999999995,38,1.0,1800.0,2,0.9506849315068493,397.0,7,t,Ward 64,Entire serviced apartment,0
2,1.0,1.0,1.0,4.752857142857143,4,1.0,1095.0,1,0.9945205479452055,27.0,8,f,Ward 100,Private room in home,12
4,1.0,2.0,3.0,4.869999999999999,2,1.0,1200.0,2,0.03825136612021858,257.0,60,f,Ward 23,Entire condo,6
2,2.0,1.0,1.0,4.367142857142857,1,1.0,2550.0,2,0.9753424657534246,14.0,16,f,Ward 115,Entire rental unit,54
2,1.0,0.0,1.0,4.608571428571429,74,0.89,1050.0,2,0.3698630136986301,1.0,111,f,Ward 54,Entire rental unit,255
2,1.0,1.0,1.0,4.817142857142857,60,1.0,1750.0,3,0.8712328767123287,13.0,46,t,Ward 115,Entire rental unit,132
1,1.0,1.0,1.0,4.89,1,1.0,570.0,1,0.19452054794520549,5.0,9,f,Ward 59,Private room in rental unit,54
6,2.0,3.0,4.0,4.927142857142857,2,1.0,790.0,4,0.4273972602739726,1.0,45,t,Ward 64,Entire rental unit,112
2,1.0,0.0,1.0,4.840000000000001,60,1.0,2500.0,2,0.8246575342465754,12.0,115,t,Ward 115,Entire rental unit,120
4,1.0,2.0,3.0,4.824285714285714,32,1.0,1900.0,5,0.4136986301369863,113.0,41,t,Ward 77,Entire rental unit,10
4,2.0,2.0,2.0,4.895714285714286,5,1.0,4500.0,1,0.11506849315068493,0.0,260,t,Ward 54,Entire condo,255
2,1.5,1.0,1.0,4.915714285714286,3,1.0,750.0,4,0.9506849315068493,9.0,90,t,Ward 54,Private room in home,88
1,2.0,1.0,1.0,5.0,11,1.0,249.0,14,0.6328767123287671,76.0,2,t,Ward 55,Private room in home,28
2,1.0,0.0,1.0,4.8914285714285715,76,1.0,1100.0,2,0.4767123287671233,3.0,146,t,Ward 115,Entire rental unit,234
2,1.0,1.0,1.0,5.0,1,1.0,20000.0,7,0.6794520547945205,1143.0,3,f,Ward 54,Entire villa,0
3,1.0,1.0,2.0,5.0,1,1.0,950.0,2,0.43561643835616437,491.0,3,f,Ward 70,Entire serviced apartment,0
8,4.0,3.0,3.0,4.908571428571428,22,1.0,2700.0,4,0.6931506849315069,29.0,38,t,Ward 69,Entire home,152
4,2.0,2.0,2.0,4.762857142857143,1,1.0,1700.0,3,0.6164383561643836,41.0,15,f,Ward 59,Entire home,18
2,1.5,1.0,1.0,4.99,1,1.0,49.0,2,0.6246575342465753,183.0,43,f,Ward 54,Entire guest suite,12
2,1.0,1.0,1.0,4.928571428571429,1,1.0,650.0,2,0.947945205479452,8.0,2,f,Ward 113,Private room in home,12
12,6.0,6.0,6.0,5.0,8,1.0,35000.0,7,0.7205479452054795,378.0,5,f,Ward 54,Entire villa,0
2,1.0,1.0,1.0,4.829999999999999,60,1.0,1750.0,2,0.8657534246575342,3.0,79,t,Ward 115,Entire rental unit,48
6,2.0,3.0,4.0,4.92,1,1.0,3022.0,3,0.7780821917808219,15.0,18,t,Ward 77,Entire condo,108
4,1.5,2.0,2.0,4.62,1,1.0,3000.0,3,0.8136986301369863,325.0,3,f,Ward 115,Entire condo,6
10,4.5,5.0,7.0,4.914285714285714,11,1.0,8500.0,1,0.7205479452054795,12.0,169,t,Ward 54,Entire rental unit,108
4,1.0,1.0,2.0,4.571428571428571,2,0.81,904.0,3,0.4547945205479452,15.0,15,f,Ward 72,Entire guesthouse,36
5,1.0,2.0,2.0,3.2857142857142856,10,0.5,2000.0,1,1.0,812.0,1,f,Ward 100,Entire serviced apartment,0
2,1.0,0.0,1.0,4.668571428571428,74,0.89,1450.0,2,0.4328767123287671,48.0,102,f,Ward 54,Entire rental unit,210
4,2.0,2.0,3.0,4.928571428571429,1,1.0,1150.0,2,0.4712328767123288,17.0,4,f,Ward 105,Entire rental unit,24
2,1.0,1.0,1.0,4.761428571428572,4,1.0,850.0,2,0.6328767123287671,74.0,109,f,Ward 69,Entire home,12
2,1.0,1.0,1.0,4.735714285714286,4,1.0,1346.0,2,0.989041095890411,2.0,221,t,Ward 115,Entire rental unit,255
4,1.5,2.0,2.0,4.892857142857143,2,0.88,4000.0,3,0.9972602739726028,24.0,4,f,Ward 62,Entire home,12
4,1.5,2.0,2.0,4.858571428571429,1,1.0,120.0,14,0.9287671232876712,59.0,3,f,Ward 54,Entire rental unit,84
4,1.0,2.0,3.0,4.89,17,1.0,65.0,3,0.4931506849315068,21.0,38,t,Ward 107,Entire home,30
2,1.0,1.0,1.0,5.0,3,1.0,1200.0,2,0.9835616438356164,37.0,2,f,Ward 83,Private room in guesthouse,12
2,1.0,1.0,1.0,4.971428571428572,2,0.86,1130.0,2,0.4054794520547945,382.0,25,f,Ward 59,Entire guest suite,0
4,2.5,2.0,2.0,5.0,1,1.0,10000.0,2,0.9205479452054794,73.0,2,f,Ward 69,Farm stay,12
2,1.0,1.0,1.0,4.904285714285714,126,1.0,1180.0,2,0.810958904109589,30.0,3,t,Ward 115,Entire rental unit,18
2,1.0,1.0,1.0,4.777142857142857,2,1.0,2600.0,2,0.821917808219178,12.0,36,t,Ward 115,Entire rental unit,186
5,1.0,2.0,3.0,4.847142857142857,2,1.0,1153.0,3,0.36164383561643837,3.0,101,t,Ward 83,Entire rental unit,30
3,2.0,2.0,2.0,4.598571428571428,2,0.88,5500.0,10,0.9808219178082191,68.0,11,f,Ward 54,Entire rental unit,20
2,1.0,1.0,1.0,4.8999999999999995,2,1.0,500.0,1,0.9808219178082191,18.0,22,t,Ward 113,Entire guest suite,108
1,1.5,2.0,2.0,4.142857142857143,2,1.0,230.0,6,0.23835616438356164,47.0,2,f,Ward 2,Private room in home,12
2,1.0,1.0,1.0,4.502857142857144,1,1.0,2000.0,2,0.9643835616438357,14.0,25,f,Ward 115,Entire rental unit,108
6,2.0,3.0,3.0,4.93,1,1.0,2900.0,2,0.9835616438356164,27.0,21,t,Ward 73,Entire home,54
2,1.0,1.0,1.0,4.884285714285714,126,1.0,1274.0,2,0.9013698630136986,9.0,60,t,Ward 115,Entire rental unit,222
2,1.0,1.0,1.0,4.444285714285714,1,1.0,1595.0,2,0.8164383561643835,40.0,26,f,Ward 115,Entire rental unit,54
2,1.0,0.0,1.0,4.522857142857142,47,0.99,1320.0,2,0.9726027397260274,15.0,12,t,Ward 54,Entire rental unit,30
2,1.0,1.0,1.0,4.9799999999999995,1,1.0,1100.0,2,0.9698630136986301,7.0,7,f,Ward 59,Entire rental unit,42
2,0.5,1.0,1.0,4.925714285714286,1,1.0,1500.0,2,0.6794520547945205,9.0,50,t,Ward 64,Entire guesthouse,120
4,1.0,2.0,4.0,3.9285714285714284,6,1.0,600.0,1,0.8849315068493151,81.0,4,f,Ward 15,Private room in rental unit,6
4,2.0,2.0,2.0,5.0,5,0.9,1400.0,2,0.9205479452054794,221.0,1,f,Ward 115,Entire rental unit,6
6,2.0,4.0,4.0,5.0,2,1.0,2500.0,14,0.873972602739726,361.0,2,f,Ward 64,Entire home,28
2,1.0,0.0,1.0,4.828571428571428,16,0.79,1500.0,2,1.0,76.0,5,f,Ward 115,Entire serviced apartment,12
2,1.0,0.0,1.0,4.79,1,1.0,1600.0,2,0.7753424657534247,31.0,19,f,Ward 115,Entire rental unit,84
2,1.0,1.0,2.0,4.8985714285714295,1,0.9,700.0,3,0.6958904109589041,12.0,7,f,Ward 58,Entire serviced apartment,42
8,4.5,4.0,6.0,4.987142857142857,1,0.0,6740.0,3,0.4876712328767123,1080.0,11,f,Ward 54,Entire home,0
4,1.0,1.0,1.0,4.6899999999999995,1,1.0,800.0,2,0.2328767123287671,76.0,16,f,Ward 115,Entire rental unit,24
2,1.0,1.0,2.0,4.997142857142857,1,1.0,900.0,3,0.04657534246575343,32.0,40,t,Ward 107,Entire condo,90
4,1.0,2.0,2.0,4.785714285714286,33,0.96,1800.0,2,0.038356164383561646,21.0,2,t,Ward 77,Entire rental unit,12
2,1.0,1.0,1.0,5.0,5,1.0,2200.0,3,0.18082191780821918,1843.0,3,f,Ward 71,Private room in villa,0
2,1.0,0.0,1.0,4.711428571428572,2,1.0,1100.0,1,0.852054794520548,13.0,177,f,Ward 115,Entire loft,114
4,2.5,2.0,2.0,4.828571428571428,70,1.0,4750.0,2,0.4191780821917808,45.0,5,t,Ward 54,Entire rental unit,30
2,1.0,1.0,1.0,4.955714285714286,1,1.0,600.0,1,0.057534246575342465,35.0,123,t,Ward 112,Entire guesthouse,60
6,2.0,3.0,5.0,4.957142857142857,1,1.0,150.0,4,0.5863013698630137,26.0,48,t,Ward 107,Entire bungalow,168
5,2.0,2.0,3.0,4.857142857142857,1,1.0,3600.0,2,0.6027397260273972,380.0,1,f,Ward 23,Entire rental unit,0
4,2.0,3.0,3.0,4.938571428571429,2,0.9,2850.0,7,0.26575342465753427,370.0,7,f,Ward 69,Entire home,0
2,1.0,1.0,1.0,4.938571428571429,2,1.0,800.0,3,0.8191780821917808,8.0,89,t,Ward 23,Entire rental unit,78
2,1.0,1.0,1.0,5.0,1,1.0,1400.0,2,0.4657534246575342,11.0,13,f,Ward 69,Entire rental unit,78
2,1.0,1.0,1.0,4.685714285714285,3,0.8,414.0,1,0.8191780821917808,39.0,5,f,Ward 108,Private room in home,30
8,3.0,4.0,7.0,4.774285714285715,1,1.0,2150.0,2,0.3726027397260274,12.0,143,t,Ward 61,Entire home,138
2,1.0,1.0,1.0,5.0,5,1.0,1640.0,1,0.9424657534246575,1048.0,1,f,Ward 54,Room in hotel,0
2,1.0,1.0,2.0,4.8999999999999995,1,1.0,1200.0,3,0.5643835616438356,64.0,39,f,Ward 74,Entire condo,12
2,1.0,0.0,1.0,4.904285714285714,1,1.0,1500.0,3,0.8082191780821918,22.0,140,t,Ward 54,Entire condo,84
4,1.5,1.0,2.0,4.428571428571429,6,1.0,1100.0,1,0.7671232876712328,77.0,1,f,Ward 2,Private room in guesthouse,6
3,2.0,2.0,2.0,5.0,1,1.0,1300.0,2,0.9616438356164384,51.0,15,t,Ward 23,Entire condo,12
4,2.0,2.0,2.0,4.821428571428571,49,0.98,2200.0,2,0.9013698630136986,71.0,12,t,Ward 54,Entire rental unit,42
2,1.0,1.0,1.0,5.0,8,0.94,3000.0,1,0.9917808219178083,10.0,1,f,Ward 61,Private room in home,6
2,1.0,1.0,1.0,4.957142857142857,5,1.0,590.0,3,0.16712328767123288,78.0,10,t,Ward 11,Entire guest suite,24
